,IVs,rsquared,adj_rsquared,summary
74,"['rpp_2018', 'gdp_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018', 'fertility_rate_per_1000_2018']",0.5223722305977666,0.48083938108452895,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.522
Model:                                      OLS   Adj. R-squared:                  0.481
Method:                           Least Squares   F-statistic:                     12.58
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           5.41e-07
Time:                                  16:57:59   Log-Likelihood:                -145.37
No. Observations:                            51   AIC:                             300.7
Df Residuals:                                46   BIC:                             310.4
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  33.3335     12.051      2.766      0.008       9.077      57.590
rpp_2018                                               -0.2603      0.077     -3.363      0.002      -0.416      -0.104
gdp_pct_change_2017_2018                                2.9461      0.474      6.220      0.000       1.993       3.900
married_couple_families_as_share_of_households_2018     8.2546     17.075      0.483      0.631     -26.115      42.624
fertility_rate_per_1000_2018                           -0.3698      0.132     -2.796      0.008      -0.636      -0.104
==============================================================================
Omnibus:                        0.662   Durbin-Watson:                   1.889
Prob(Omnibus):                  0.718   Jarque-Bera (JB):                0.200
Skew:                           0.120   Prob(JB):                        0.905
Kurtosis:                       3.190   Cond. No.                     3.18e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 3.18e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
62,"['unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018', 'fertility_rate_per_1000_2018']",0.5363081373518641,0.47307742880893644,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.536
Model:                                      OLS   Adj. R-squared:                  0.473
Method:                           Least Squares   F-statistic:                     8.482
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           3.88e-06
Time:                                  16:57:58   Log-Likelihood:                -144.61
No. Observations:                            51   AIC:                             303.2
Df Residuals:                                44   BIC:                             316.8
Df Model:                                     6                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  18.2081     10.790      1.688      0.099      -3.538      39.954
unemployment_2018                                      -1.7326      0.900     -1.924      0.061      -3.547       0.082
2016_trump_vote                                        18.3422      6.953      2.638      0.011       4.330      32.355
gdp_pct_change_2017_2018                                3.3523      0.509      6.584      0.000       2.326       4.378
personal_income_per_capita_pct_change_2017_2018        -1.5219      0.685     -2.223      0.031      -2.902      -0.142
married_couple_families_as_share_of_households_2018   -25.3127     19.593     -1.292      0.203     -64.800      14.175
fertility_rate_per_1000_2018                           -0.1933      0.145     -1.335      0.189      -0.485       0.099
==============================================================================
Omnibus:                        4.745   Durbin-Watson:                   2.058
Prob(Omnibus):                  0.093   Jarque-Bera (JB):                5.780
Skew:                          -0.013   Prob(JB):                       0.0556
Kurtosis:                       4.649   Cond. No.                     1.86e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 1.86e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
60,"['unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018', 'fertility_rate_per_1000_2018']",0.5187188901619553,0.4652432112910614,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.519
Model:                                      OLS   Adj. R-squared:                  0.465
Method:                           Least Squares   F-statistic:                     9.700
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           2.46e-06
Time:                                  16:57:58   Log-Likelihood:                -145.56
No. Observations:                            51   AIC:                             303.1
Df Residuals:                                45   BIC:                             314.7
Df Model:                                     5                                         
Covariance Type:                      nonrobust                                         
===================================================================================================================
                                                      coef    std err          t      P>|t|      [0.025      0.975]
-------------------------------------------------------------------------------------------------------------------
const                                               7.7049      7.147      1.078      0.287      -6.689      22.099
unemployment_2018                                  -1.1892      0.802     -1.483      0.145      -2.804       0.426
2016_trump_vote                                    16.4522      6.848      2.403      0.020       2.661      30.244
gdp_pct_change_2017_2018                            3.2274      0.504      6.409      0.000       2.213       4.242
personal_income_per_capita_pct_change_2017_2018    -1.4893      0.689     -2.161      0.036      -2.877      -0.101
fertility_rate_per_1000_2018                       -0.2411      0.141     -1.709      0.094      -0.525       0.043
==============================================================================
Omnibus:                        4.599   Durbin-Watson:                   2.003
Prob(Omnibus):                  0.100   Jarque-Bera (JB):                5.076
Skew:                           0.166   Prob(JB):                       0.0790
Kurtosis:                       4.510   Cond. No.                         632.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
61,"['unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018']",0.5175362475875259,0.4639291639861399,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.518
Model:                                      OLS   Adj. R-squared:                  0.464
Method:                           Least Squares   F-statistic:                     9.654
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           2.60e-06
Time:                                  16:57:58   Log-Likelihood:                -145.63
No. Observations:                            51   AIC:                             303.3
Df Residuals:                                45   BIC:                             314.8
Df Model:                                     5                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  14.0586     10.422      1.349      0.184      -6.932      35.049
unemployment_2018                                      -1.6937      0.908     -1.866      0.069      -3.522       0.134
2016_trump_vote                                        14.8479      6.497      2.285      0.027       1.763      27.933
gdp_pct_change_2017_2018                                3.3709      0.513      6.567      0.000       2.337       4.405
personal_income_per_capita_pct_change_2017_2018        -1.8353      0.649     -2.829      0.007      -3.142      -0.529
married_couple_families_as_share_of_households_2018   -31.9880     19.108     -1.674      0.101     -70.473       6.497
==============================================================================
Omnibus:                        3.549   Durbin-Watson:                   2.088
Prob(Omnibus):                  0.170   Jarque-Bera (JB):                3.394
Skew:                           0.001   Prob(JB):                        0.183
Kurtosis:                       4.264   Cond. No.                         229.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
28,"['2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018', 'fertility_rate_per_1000_2018']",0.49519933019128326,0.45130361977313405,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.495
Model:                                      OLS   Adj. R-squared:                  0.451
Method:                           Least Squares   F-statistic:                     11.28
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           1.84e-06
Time:                                  16:57:58   Log-Likelihood:                -146.78
No. Observations:                            51   AIC:                             303.6
Df Residuals:                                46   BIC:                             313.2
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
===================================================================================================================
                                                      coef    std err          t      P>|t|      [0.025      0.975]
-------------------------------------------------------------------------------------------------------------------
const                                               1.0846      5.653      0.192      0.849     -10.294      12.464
2016_trump_vote                                    16.4226      6.936      2.368      0.022       2.461      30.384
gdp_pct_change_2017_2018                            3.3150      0.507      6.544      0.000       2.295       4.335
personal_income_per_capita_pct_change_2017_2018    -1.5011      0.698     -2.150      0.037      -2.906      -0.096
fertility_rate_per_1000_2018                       -0.2040      0.141     -1.450      0.154      -0.487       0.079
==============================================================================
Omnibus:                        2.412   Durbin-Watson:                   1.949
Prob(Omnibus):                  0.299   Jarque-Bera (JB):                1.685
Skew:                          -0.062   Prob(JB):                        0.431
Kurtosis:                       3.882   Cond. No.                         594.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
119,"['rpp_2018', 'unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018']",0.4918538912681977,0.44766727311760623,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.492
Model:                                      OLS   Adj. R-squared:                  0.448
Method:                           Least Squares   F-statistic:                     11.13
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           2.13e-06
Time:                                  16:58:00   Log-Likelihood:                -146.95
No. Observations:                            51   AIC:                             303.9
Df Residuals:                                46   BIC:                             313.6
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
============================================================================================
                               coef    std err          t      P>|t|      [0.025      0.975]
--------------------------------------------------------------------------------------------
const                       41.1250     16.286      2.525      0.015       8.343      73.907
rpp_2018                    -0.3554      0.120     -2.952      0.005      -0.598      -0.113
unemployment_2018           -1.0329      0.804     -1.285      0.205      -2.651       0.586
2016_trump_vote            -19.9554      9.350     -2.134      0.038     -38.775      -1.136
gdp_pct_change_2017_2018     2.6951      0.477      5.653      0.000       1.735       3.655
==============================================================================
Omnibus:                        1.057   Durbin-Watson:                   1.995
Prob(Omnibus):                  0.589   Jarque-Bera (JB):                0.823
Skew:                           0.309   Prob(JB):                        0.663
Kurtosis:                       2.924   Cond. No.                     2.82e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 2.82e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
59,"['unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018']",0.4874885141530171,0.4429222979924099,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.487
Model:                                      OLS   Adj. R-squared:                  0.443
Method:                           Least Squares   F-statistic:                     10.94
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           2.57e-06
Time:                                  16:57:58   Log-Likelihood:                -147.17
No. Observations:                            51   AIC:                             304.3
Df Residuals:                                46   BIC:                             314.0
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
===================================================================================================================
                                                      coef    std err          t      P>|t|      [0.025      0.975]
-------------------------------------------------------------------------------------------------------------------
const                                              -1.5259      4.776     -0.320      0.751     -11.139       8.087
unemployment_2018                                  -0.9461      0.806     -1.175      0.246      -2.568       0.675
2016_trump_vote                                    11.1257      6.223      1.788      0.080      -1.400      23.652
gdp_pct_change_2017_2018                            3.2083      0.514      6.244      0.000       2.174       4.243
personal_income_per_capita_pct_change_2017_2018    -1.8960      0.660     -2.872      0.006      -3.225      -0.567
==============================================================================
Omnibus:                        3.130   Durbin-Watson:                   2.018
Prob(Omnibus):                  0.209   Jarque-Bera (JB):                2.436
Skew:                           0.202   Prob(JB):                        0.296
Kurtosis:                       3.992   Cond. No.                         70.8
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
30,"['2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018', 'fertility_rate_per_1000_2018']",0.4972794956987484,0.4414216618874982,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.497
Model:                                      OLS   Adj. R-squared:                  0.441
Method:                           Least Squares   F-statistic:                     8.903
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           6.20e-06
Time:                                  16:57:58   Log-Likelihood:                -146.68
No. Observations:                            51   AIC:                             305.4
Df Residuals:                                45   BIC:                             316.9
Df Model:                                     5                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                   3.3583      7.765      0.432      0.667     -12.281      18.998
2016_trump_vote                                        16.9932      7.122      2.386      0.021       2.648      31.338
gdp_pct_change_2017_2018                                3.3651      0.524      6.420      0.000       2.309       4.421
personal_income_per_capita_pct_change_2017_2018        -1.5126      0.705     -2.146      0.037      -2.932      -0.093
married_couple_families_as_share_of_households_2018    -7.6964     17.836     -0.432      0.668     -43.620      28.227
fertility_rate_per_1000_2018                           -0.1843      0.149     -1.236      0.223      -0.485       0.116
==============================================================================
Omnibus:                        2.462   Durbin-Watson:                   1.953
Prob(Omnibus):                  0.292   Jarque-Bera (JB):                1.694
Skew:                          -0.127   Prob(JB):                        0.429
Kurtosis:                       3.856   Cond. No.                     1.57e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 1.57e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
87,"['rpp_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018']",0.4736263679048103,0.44002805096256414,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.474
Model:                                      OLS   Adj. R-squared:                  0.440
Method:                           Least Squares   F-statistic:                     14.10
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           1.10e-06
Time:                                  16:57:59   Log-Likelihood:                -147.85
No. Observations:                            51   AIC:                             303.7
Df Residuals:                                47   BIC:                             311.4
Df Model:                                     3                                         
Covariance Type:                      nonrobust                                         
============================================================================================
                               coef    std err          t      P>|t|      [0.025      0.975]
--------------------------------------------------------------------------------------------
const                       34.7807     15.626      2.226      0.031       3.345      66.216
rpp_2018                    -0.3416      0.121     -2.829      0.007      -0.585      -0.099
2016_trump_vote            -18.1726      9.310     -1.952      0.057     -36.901       0.556
gdp_pct_change_2017_2018     2.7878      0.474      5.875      0.000       1.833       3.742
==============================================================================
Omnibus:                        0.525   Durbin-Watson:                   1.984
Prob(Omnibus):                  0.769   Jarque-Bera (JB):                0.667
Skew:                           0.180   Prob(JB):                        0.716
Kurtosis:                       2.570   Cond. No.                     2.71e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 2.71e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
121,"['rpp_2018', 'unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018']",0.49527725082534124,0.43919694536149023,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.495
Model:                                      OLS   Adj. R-squared:                  0.439
Method:                           Least Squares   F-statistic:                     8.832
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           6.74e-06
Time:                                  16:58:00   Log-Likelihood:                -146.78
No. Observations:                            51   AIC:                             305.6
Df Residuals:                                45   BIC:                             317.1
Df Model:                                     5                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  42.7240     16.664      2.564      0.014       9.162      76.286
rpp_2018                                               -0.3222      0.135     -2.381      0.022      -0.595      -0.050
unemployment_2018                                      -1.2958      0.940     -1.379      0.175      -3.188       0.597
2016_trump_vote                                       -16.3560     11.454     -1.428      0.160     -39.426       6.714
gdp_pct_change_2017_2018                                2.7605      0.495      5.579      0.000       1.764       3.757
married_couple_families_as_share_of_households_2018   -12.0273     21.770     -0.552      0.583     -55.875      31.820
==============================================================================
Omnibus:                        0.792   Durbin-Watson:                   2.035
Prob(Omnibus):                  0.673   Jarque-Bera (JB):                0.571
Skew:                           0.258   Prob(JB):                        0.751
Kurtosis:                       2.946   Cond. No.                     3.50e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 3.5e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
27,"['2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018']",0.4721180946900697,0.43842350498943583,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.472
Model:                                      OLS   Adj. R-squared:                  0.438
Method:                           Least Squares   F-statistic:                     14.01
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           1.18e-06
Time:                                  16:57:58   Log-Likelihood:                -147.92
No. Observations:                            51   AIC:                             303.8
Df Residuals:                                47   BIC:                             311.6
Df Model:                                     3                                         
Covariance Type:                      nonrobust                                         
===================================================================================================================
                                                      coef    std err          t      P>|t|      [0.025      0.975]
-------------------------------------------------------------------------------------------------------------------
const                                              -5.7967      3.109     -1.865      0.068     -12.051       0.457
2016_trump_vote                                    11.7750      6.223      1.892      0.065      -0.745      24.295
gdp_pct_change_2017_2018                            3.2826      0.512      6.411      0.000       2.253       4.313
personal_income_per_capita_pct_change_2017_2018    -1.8542      0.662     -2.801      0.007      -3.186      -0.523
==============================================================================
Omnibus:                        1.581   Durbin-Watson:                   1.960
Prob(Omnibus):                  0.454   Jarque-Bera (JB):                0.796
Skew:                           0.070   Prob(JB):                        0.672
Kurtosis:                       3.596   Cond. No.                         56.5
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
29,"['2016_trump_vote', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018']",0.48020181913811877,0.4350019773240422,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.480
Model:                                      OLS   Adj. R-squared:                  0.435
Method:                           Least Squares   F-statistic:                     10.62
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           3.51e-06
Time:                                  16:57:58   Log-Likelihood:                -147.53
No. Observations:                            51   AIC:                             305.1
Df Residuals:                                46   BIC:                             314.7
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  -0.2834      7.226     -0.039      0.969     -14.828      14.262
2016_trump_vote                                        13.6874      6.639      2.062      0.045       0.324      27.051
gdp_pct_change_2017_2018                                3.3826      0.527      6.419      0.000       2.322       4.443
personal_income_per_capita_pct_change_2017_2018        -1.8118      0.666     -2.721      0.009      -3.152      -0.472
married_couple_families_as_share_of_households_2018   -14.4443     17.078     -0.846      0.402     -48.820      19.931
==============================================================================
Omnibus:                        1.532   Durbin-Watson:                   1.965
Prob(Omnibus):                  0.465   Jarque-Bera (JB):                0.755
Skew:                          -0.041   Prob(JB):                        0.686
Kurtosis:                       3.590   Cond. No.                         160.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
89,"['rpp_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018']",0.4739472298913511,0.42820351075146856,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.474
Model:                                      OLS   Adj. R-squared:                  0.428
Method:                           Least Squares   F-statistic:                     10.36
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           4.56e-06
Time:                                  16:57:59   Log-Likelihood:                -147.83
No. Observations:                            51   AIC:                             305.7
Df Residuals:                                46   BIC:                             315.3
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  34.7849     15.790      2.203      0.033       3.001      66.569
rpp_2018                                               -0.3513      0.135     -2.602      0.012      -0.623      -0.080
2016_trump_vote                                       -19.2426     11.371     -1.692      0.097     -42.132       3.647
gdp_pct_change_2017_2018                                2.7643      0.500      5.533      0.000       1.759       3.770
married_couple_families_as_share_of_households_2018     3.1752     18.956      0.168      0.868     -34.981      41.331
==============================================================================
Omnibus:                        0.540   Durbin-Watson:                   1.976
Prob(Omnibus):                  0.763   Jarque-Bera (JB):                0.674
Skew:                           0.197   Prob(JB):                        0.714
Kurtosis:                       2.598   Cond. No.                     3.13e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 3.13e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
58,"['unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018', 'fertility_rate_per_1000_2018']",0.48422814947146287,0.4269201660794032,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.484
Model:                                      OLS   Adj. R-squared:                  0.427
Method:                           Least Squares   F-statistic:                     8.450
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           1.06e-05
Time:                                  16:57:58   Log-Likelihood:                -147.33
No. Observations:                            51   AIC:                             306.7
Df Residuals:                                45   BIC:                             318.2
Df Model:                                     5                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  19.2094     11.243      1.709      0.094      -3.435      41.854
unemployment_2018                                      -1.7185      0.939     -1.830      0.074      -3.610       0.173
2016_trump_vote                                        14.5148      7.025      2.066      0.045       0.365      28.664
gdp_pct_change_2017_2018                                2.9743      0.500      5.943      0.000       1.966       3.982
married_couple_families_as_share_of_households_2018   -23.7101     20.419     -1.161      0.252     -64.837      17.417
fertility_rate_per_1000_2018                           -0.3038      0.142     -2.141      0.038      -0.590      -0.018
==============================================================================
Omnibus:                        1.875   Durbin-Watson:                   2.196
Prob(Omnibus):                  0.392   Jarque-Bera (JB):                1.080
Skew:                           0.056   Prob(JB):                        0.583
Kurtosis:                       3.704   Cond. No.                     1.85e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 1.85e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
105,"['rpp_2018', 'unemployment_2018', 'gdp_pct_change_2017_2018', 'married_couple_families_as_share_of_households_2018']",0.47240763606228,0.4265300391981305,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.472
Model:                                      OLS   Adj. R-squared:                  0.427
Method:                           Least Squares   F-statistic:                     10.30
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           4.87e-06
Time:                                  16:57:59   Log-Likelihood:                -147.91
No. Observations:                            51   AIC:                             305.8
Df Residuals:                                46   BIC:                             315.5
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
=======================================================================================================================
                                                          coef    std err          t      P>|t|      [0.025      0.975]
-----------------------------------------------------------------------------------------------------------------------
const                                                  27.9668     13.219      2.116      0.040       1.359      54.575
rpp_2018                                               -0.1575      0.072     -2.201      0.033      -0.302      -0.013
unemployment_2018                                      -1.5410      0.934     -1.650      0.106      -3.421       0.339
gdp_pct_change_2017_2018                                2.8414      0.497      5.717      0.000       1.841       3.842
married_couple_families_as_share_of_households_2018   -29.7090     18.107     -1.641      0.108     -66.156       6.738
==============================================================================
Omnibus:                        0.565   Durbin-Watson:                   2.117
Prob(Omnibus):                  0.754   Jarque-Bera (JB):                0.130
Skew:                           0.084   Prob(JB):                        0.937
Kurtosis:                       3.181   Cond. No.                     3.23e+03
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The condition number is large, 3.23e+03. This might indicate that there are
strong multicollinearity or other numerical problems."
56,"['unemployment_2018', '2016_trump_vote', 'gdp_pct_change_2017_2018', 'fertility_rate_per_1000_2018']",0.46877463444861767,0.4225811244006714,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.469
Model:                                      OLS   Adj. R-squared:                  0.423
Method:                           Least Squares   F-statistic:                     10.15
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           5.66e-06
Time:                                  16:57:58   Log-Likelihood:                -148.08
No. Observations:                            51   AIC:                             306.2
Df Residuals:                                46   BIC:                             315.8
Df Model:                                     4                                         
Covariance Type:                      nonrobust                                         
================================================================================================
                                   coef    std err          t      P>|t|      [0.025      0.975]
------------------------------------------------------------------------------------------------
const                            9.3377      7.385      1.264      0.212      -5.527      24.202
unemployment_2018               -1.2091      0.833     -1.451      0.154      -2.886       0.468
2016_trump_vote                 12.8188      6.898      1.858      0.070      -1.065      26.703
gdp_pct_change_2017_2018         2.8647      0.493      5.807      0.000       1.872       3.858
fertility_rate_per_1000_2018    -0.3464      0.138     -2.517      0.015      -0.623      -0.069
==============================================================================
Omnibus:                        1.894   Durbin-Watson:                   2.144
Prob(Omnibus):                  0.388   Jarque-Bera (JB):                1.048
Skew:                           0.202   Prob(JB):                        0.592
Kurtosis:                       3.574   Cond. No.                         630.
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
43,"['unemployment_2018', 'gdp_pct_change_2017_2018', 'personal_income_per_capita_pct_change_2017_2018']",0.4518745960559458,0.4168878681446232,"                                 OLS Regression Results                                 
========================================================================================
Dep. Variable:     domestic_migration_rate_2018   R-squared:                       0.452
Model:                                      OLS   Adj. R-squared:                  0.417
Method:                           Least Squares   F-statistic:                     12.92
Date:                          Fri, 19 Mar 2021   Prob (F-statistic):           2.80e-06
Time:                                  16:57:58   Log-Likelihood:                -148.88
No. Observations:                            51   AIC:                             305.8
Df Residuals:                                47   BIC:                             313.5
Df Model:                                     3                                         
Covariance Type:                      nonrobust                                         
===================================================================================================================
                                                      coef    std err          t      P>|t|      [0.025      0.975]
-------------------------------------------------------------------------------------------------------------------
const                                               2.1425      4.412      0.486      0.630      -6.734      11.019
unemployment_2018                                  -1.0740      0.821     -1.308      0.197      -2.725       0.577
gdp_pct_change_2017_2018                            3.0652      0.519      5.902      0.000       2.020       4.110
personal_income_per_capita_pct_change_2017_2018    -1.3271      0.592     -2.242      0.030      -2.518      -0.137
==============================================================================
Omnibus:                        2.137   Durbin-Watson:                   2.151
Prob(Omnibus):                  0.343   Jarque-Bera (JB):                1.371
Skew:                           0.028   Prob(JB):                        0.504
Kurtosis:                       3.801   Cond. No.                         45.6
==============================================================================

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified."
